1.00000000 -0.00000000
0.98989899 0.00247718
0.97979798 0.00493219
0.96969697 0.00736033
0.95959596 0.00975687
0.94949495 0.01211707
0.93939394 0.01443624
0.92929293 0.01670962
0.91919192 0.01893252
0.90909091 0.02110020
0.89898990 0.02320794
0.88888889 0.02525279
0.87878788 0.02723704
0.86868687 0.02916395
0.85858586 0.03103678
0.84848485 0.03285880
0.83838384 0.03463325
0.82828283 0.03636342
0.81818182 0.03805255
0.80808081 0.03970391
0.79797980 0.04132076
0.78787879 0.04290571
0.77777778 0.04445989
0.76767677 0.04598427
0.75757576 0.04747980
0.74747475 0.04894742
0.73737374 0.05038810
0.72727273 0.05180278
0.71717172 0.05319241
0.70707071 0.05455795
0.69696970 0.05590032
0.68686869 0.05721875
0.67676768 0.05850953
0.66666667 0.05976868
0.65656566 0.06099224
0.64646465 0.06217621
0.63636364 0.06331663
0.62626263 0.06440951
0.61616162 0.06545088
0.60606061 0.06643676
0.59595960 0.06736328
0.58585859 0.06823056
0.57575758 0.06904395
0.56565657 0.06980912
0.55555556 0.07053176
0.54545455 0.07121755
0.53535354 0.07187217
0.52525253 0.07250132
0.51515152 0.07311067
0.50505051 0.07370590
0.49494949 0.07429245
0.48484848 0.07486996
0.47474747 0.07543231
0.46464646 0.07597309
0.45454545 0.07648592
0.44444444 0.07696442
0.43434343 0.07740220
0.42424242 0.07779286
0.41414141 0.07813002
0.40404040 0.07840729
0.39393939 0.07861856
0.38383838 0.07876188
0.37373737 0.07883847
0.36363636 0.07884966
0.35353535 0.07879676
0.34343434 0.07868109
0.33333333 0.07850397
0.32323232 0.07826672
0.31313131 0.07797065
0.30303030 0.07761708
0.29292929 0.07720680
0.28282828 0.07673498
0.27272727 0.07619350
0.26262626 0.07557421
0.25252525 0.07486894
0.24242424 0.07406955
0.23232323 0.07316786
0.22222222 0.07215571
0.21212121 0.07102496
0.20202020 0.06976744
0.19191919 0.06837719
0.18181818 0.06686465
0.17171717 0.06524754
0.16161616 0.06354366
0.15151515 0.06177078
0.14141414 0.05994005
0.13131313 0.05802075
0.12121212 0.05596586
0.11111111 0.05372835
0.10101010 0.05126116
0.09090909 0.04854030
0.08080808 0.04566639
0.07070707 0.04277472
0.06060606 0.03975527
0.05050505 0.03619952
0.04040404 0.03185221
0.03030303 0.02725420
0.02020202 0.02307022
0.01010101 0.01718188
0.00000000 0.00450000
0.00000000 0.00450000
0.01010101 0.00032879
0.02020202 0.00002106
0.03030303 0.00111503
0.04040404 0.00234358
0.05050505 0.00355883
0.06060606 0.00470878
0.07070707 0.00592310
0.08080808 0.00735971
0.09090909 0.00899641
0.10101010 0.01066307
0.11111111 0.01222871
0.12121212 0.01369192
0.13131313 0.01507524
0.14141414 0.01640120
0.15151515 0.01769232
0.16161616 0.01896345
0.17171717 0.02020979
0.18181818 0.02142338
0.19191919 0.02259629
0.20202020 0.02372060
0.21212121 0.02479100
0.22222222 0.02580807
0.23232323 0.02677315
0.24242424 0.02768762
0.25252525 0.02855281
0.26262626 0.02937011
0.27272727 0.03014085
0.28282828 0.03086641
0.29292929 0.03154814
0.30303030 0.03218737
0.31313131 0.03278344
0.32323232 0.03333226
0.33333333 0.03382946
0.34343434 0.03427063
0.35353535 0.03465137
0.36363636 0.03496730
0.37373737 0.03521402
0.38383838 0.03538712
0.39393939 0.03548221
0.40404040 0.03549506
0.41414141 0.03542741
0.42424242 0.03528877
0.43434343 0.03508919
0.44444444 0.03483871
0.45454545 0.03454738
0.46464646 0.03422523
0.47474747 0.03388230
0.48484848 0.03352865
0.49494949 0.03317430
0.50505051 0.03282892
0.51515152 0.03249357
0.52525253 0.03216067
0.53535354 0.03182229
0.54545455 0.03147048
0.55555556 0.03109729
0.56565657 0.03069478
0.57575758 0.03025501
0.58585859 0.02977003
0.59595960 0.02923191
0.60606061 0.02863332
0.61616162 0.02797626
0.62626263 0.02726992
0.63636364 0.02652366
0.64646465 0.02574684
0.65656566 0.02494883
0.66666667 0.02413899
0.67676768 0.02332669
0.68686869 0.02252130
0.69696970 0.02173217
0.70707071 0.02096786
0.71717172 0.02022859
0.72727273 0.01950963
0.73737374 0.01880620
0.74747475 0.01811352
0.75757576 0.01742682
0.76767677 0.01674131
0.77777778 0.01605221
0.78787879 0.01535474
0.79797980 0.01464412
0.80808081 0.01391628
0.81818182 0.01317243
0.82828283 0.01241612
0.83838384 0.01165093
0.84848485 0.01088044
0.85858586 0.01010822
0.86868687 0.00933784
0.87878788 0.00857288
0.88888889 0.00781691
0.89898990 0.00707351
0.90909091 0.00634541
0.91919192 0.00563081
0.92929293 0.00492638
0.93939394 0.00422878
0.94949495 0.00353467
0.95959596 0.00284074
0.96969697 0.00214364
0.97979798 0.00144003
0.98989899 0.00072660
1.00000000 0.00000000
